ID_PROJETO	NUM_PROCESSO	TITULO	CLASSIFICACAO	AVALIACAO	DT_REGISTRO	DT_INICIAL	DT_CONCLUSAO	VL_PREVISTO	DT_ULTIMA_AVAL	SITUACAO	RESPONSAVEL	NOME	DEPTO	NOME_DEPTO	PALAVRAS_CHAVES	FUNDACAO_APOIO	SUPERVISOR_FINANCEIRO	EVENTO	TIPO_PUBLICO_ALVO	PUBLICO_ALVO	PUBLICO_ENVOLVIDO	CENTRO	PAGA_BOLSA										
15399	8500	Apoio ao ensino e diagnostico por imagem no Hospital Universitario de San-ta Maria	Extens„o	Avaliado	08/10/1999	07/10/1999	06/10/2000	742000	03/12/2004	ConcluÌdo/Publicado	379276 - LARRY MARCOS CASSOL ARGENTA	LARRY MARCOS CASSOL ARGENTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15426	8671	EXPANSAO DO SERVICO DE PATOLOGIA DO HUSM	Extens„o	Avaliado fora do prazo	29/11/1999	25/11/1999	24/11/2000	0	11/11/2004	ConcluÌdo/Publicado	379276 - LARRY MARCOS CASSOL ARGENTA	LARRY MARCOS CASSOL ARGENTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15406	8541	EXPANSAO E QUALIFICACAO DO ATENDIMENTO A PACIENTES DO SERVICO DE ONCO-HEMATOLOGIA DO HUSM	Extens„o	Avaliado fora do prazo	19/10/1999	01/10/1999	30/09/2000	0	11/11/2004	ConcluÌdo/Publicado	379276 - LARRY MARCOS CASSOL ARGENTA	LARRY MARCOS CASSOL ARGENTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15627	10772	QUALIFICACAO E EXPANCAO DO SERVICO DE RADIOTERAPIA DO HUSM.	Extens„o	Avaliado	24/04/1999	01/05/2001	18/03/2005	0	18/04/2005	ConcluÌdo/Publicado	379276 - LARRY MARCOS CASSOL ARGENTA	LARRY MARCOS CASSOL ARGENTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15729	11759	EducaÁ„o Permanente em Oncologia	Extens„o	Avaliado fora do prazo	12/11/1999	01/11/2001	31/10/2002	0	12/11/2004	ConcluÌdo/Publicado	6379276 - LARRY MARCOS CASSOL ARGENTA	LARRY MARCOS CASSOL ARGENTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15680	11255	I JORNADA ESTADUAL DE EDUCACAO E II JORNADA REGIONAL DE EDUCACAO E MOSTRA EM EDUCACAO BASICA.	Extens„o	Avaliado	07/06/1999	01/05/2001	31/12/2001	0	03/12/2004	ConcluÌdo/Publicado	379538 - LEOCADIO JOSE CORREIA RIBAS LAMEIRA	LEOCADIO JOSE CORREIA RIBAS LAMEIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15747	11855	Nucleo Integrado de A´oes Trabalho-EducaÁ„o/2001-2002	Extens„o	Avaliado	07/12/1999	01/10/2001	30/09/2002	12288	03/12/2004	ConcluÌdo/Publicado	379538 - LEOCADIO JOSE CORREIA RIBAS LAMEIRA	LEOCADIO JOSE CORREIA RIBAS LAMEIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15586	10311	PROJETO DE DESENVOLVIMENTO SUSTENTAVEL DO MUNICIPIO DE DILERMANDO DE AGUI-AR - RS	Extens„o	Avaliado fora do prazo	05/12/1999	01/07/2000	31/01/2001	0	22/01/2009	Cancelado	379538 - LEOCADIO JOSE CORREIA RIBAS LAMEIRA	LEOCADIO JOSE CORREIA RIBAS LAMEIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15627	10772	QUALIFICACAO E EXPANCAO DO SERVICO DE RADIOTERAPIA DO HUSM.	Extens„o	Avaliado	24/04/1999	01/05/2001	18/03/2005	0	18/04/2005	ConcluÌdo/Publicado	379155 - LUIS HUMBERTO RIBAS DOS SANTOS	LUIS HUMBERTO RIBAS DOS SANTOS	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15931	12992	Projeto FUNDAE/CTISM	Extens„o	Avaliado fora do prazo	20/06/1999	29/04/2002	03/06/2002	0	16/11/2004	ConcluÌdo/Publicado	6382896 - MARCELO FREITAS DA SILVA	MARCELO FREITAS DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15568	10160	PROJETO DE CURSOS DE TREINAMENTO E QUALIFICACAO DE MAO DE OBRA EM AUTOMACAO INDUSTRIAL.	Extens„o	Avaliado fora do prazo	16/10/1999	01/11/2000	01/12/2000	0	12/11/2004	ConcluÌdo/Publicado	6382896 - MARCELO FREITAS DA SILVA	MARCELO FREITAS DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
21894	19041	QUILOMBO DE PALMAS:  relatÛrio tÈcnico de identificaÁ„o e delimitaÁ„o	Extens„o	N„o avaliado no ano corrente	18/05/2006	18/03/2006	01/08/2006	2000		Em tr‚mite para registro	6401157 - MARIA CATARINA CHITOLINA ZANINI	MARIA CATARINA CHITOLINA ZANINI	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15391	8419	APRIMORAMENTO DA ASSISTENCIA DE ENFERMAGEM A PACIENTES NO SERVIùO DE EMERGENCIA E UTI-NEONATAL	Extens„o	Avaliado	30/09/1999	01/10/1999	30/09/2000	0	03/12/2004	ConcluÌdo/Publicado	378736 - MARIA LUCIA RAVANELLO DA SILVA	MARIA LUCIA RAVANELLO DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15449	8865	APRIMORAMENTO DA ASSISTENCIA DE ENFERMAGEM A PACIENTES NO SERVICO DE SALA DE RECUPERACAO ANESTESICA.	Extens„o	Avaliado	09/02/1999	04/02/2000	04/02/2001	0	03/12/2004	ConcluÌdo/Publicado	378736 - MARIA LUCIA RAVANELLO DA SILVA	MARIA LUCIA RAVANELLO DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15603	10521	REQUALIFICACAO DA ASSISTENCIA DE ENFERMAGEM PRESTADA A PACIENTES DA SRA E RECUPERACAO ANESTESICA AMBULATORIAL DO HUSM.	Extens„o	Avaliado	26/03/1999	01/03/2001	31/03/2002	0		ConcluÌdo/Publicado	378736 - MARIA LUCIA RAVANELLO DA SILVA	MARIA LUCIA RAVANELLO DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15730	11761	Transforma´oes no mundo do trabalho: A participaÁ„o dos professores de en-fermagem diante da assist. de alta complexidade	Extens„o	Avaliado	14/11/1999	01/01/2002	28/02/2002	0		ConcluÌdo/Publicado	378736 - MARIA LUCIA RAVANELLO DA SILVA	MARIA LUCIA RAVANELLO DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	2	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
17774	15326	N⁄CLEO DA UFSM EM APOIO ¿ REDE DE SOLIDARIEDADE	Extens„o	Avaliado fora do prazo	15/01/2004	01/03/2003	31/12/2004	14119	27/04/2006	ConcluÌdo/Publicado	6382622 - MARISA OLIVEIRA NATIVIDADE	MARISA OLIVEIRA NATIVIDADE	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	3000		01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15717	11679	Projeto de Consolidacao e Manutencao do Nucleo de Propriedade Intelectual.	Extens„o	Avaliado fora do prazo	17/09/1999	01/08/2001	30/09/2003	0	12/11/2004	ConcluÌdo/Publicado	380636 - NADIA SUZANA SCHNEIDER VIARO	NADIA SUZANA SCHNEIDER VIARO	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	200	3	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15354	7863	COORDENACAO	 ELABORACAO E ASSESSORIA EM CONCURSOS PUBLICOS	Extens„o	Avaliado fora do prazo	01/06/1999	26/05/1999	31/12/2000	0	11/11/2004	ConcluÌdo/Publicado	6382556 - NEVERTON HOFSTADLER PEIXOTO	NEVERTON HOFSTADLER PEIXOTO	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
15934	13018	Projeto Integracao com a Comunidade - PNEE um Cidadao	Extens„o	Avaliado	27/06/1999	15/05/2002	15/10/2002	0		ConcluÌdo/Publicado	379354 - NILZA FLORES DA SILVA	NILZA FLORES DA SILVA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15956	13116	Programa de EducaÁ„o Comunitaria para o Desenvolvimento Sustentavel do Mu nicipio de Sao Pedro do Sul	Extens„o	Avaliado	25/07/1999	01/02/2001	31/12/2002	0	03/12/2004	ConcluÌdo/Publicado	2193130 - PAULO ROBERTO CARDOSO DA SILVEIRA	PAULO ROBERTO CARDOSO DA SILVEIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15542	9686	TREINAMENTO E CAPACITACAO.	Extens„o	Avaliado fora do prazo	02/08/1999	21/08/2000	21/08/2001	0	12/11/2004	ConcluÌdo/Publicado	6379484 - PAULO ROBERTO DA COSTA	PAULO ROBERTO DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
12392	11678	Curso sobre Planejamento Estrategico e Projetos de ModernizaÁ„o Administrativa de Prefeituras.	Extens„o	Avaliado	14/09/1999	01/08/2001	31/08/2001	4500		ConcluÌdo/Publicado	381156 - ROBERTO DA LUZ JUNIOR	ROBERTO DA LUZ JUNIOR	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	30	3	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15355	7887	PREVENCAO DA CEGUEIRA EM DIABETICOS	Extens„o	Avaliado fora do prazo	02/06/1999	01/06/1999	31/05/2000	0	11/11/2004	ConcluÌdo/Publicado	378436 - ROBERTO ROSSI RIZZATO	ROBERTO ROSSI RIZZATO	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15545	9702	PROJETO DE CURSOS DE TREINAMENTO E QUALIFICACAO DE MAO DE OBRA EM :NOCOES DE MANUTENCAO EM EQUIPAMEINDUSTRIAIS E AUTOMACAO	Extens„o	Avaliado fora do prazo	08/08/1999	01/08/2000	31/12/2000	0	12/11/2004	ConcluÌdo/Publicado	6382778 - RODRIGO CARDOZO FUENTES	RODRIGO CARDOZO FUENTES	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15598	10414	Nucleo de Extensao Empresarial Central	Extens„o	Avaliado	22/12/1999	04/12/2000	04/12/2001	0	23/11/2004	ConcluÌdo/Publicado	382158 - ROLANDO JUAN SOLIZ ESTRADA	ROLANDO JUAN SOLIZ ESTRADA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	204	204	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15681	11284	OFICINAS DE INFORMATICA: UMA EXPERIENCIA LUDICA E ITERDISCIPLINAR.	Extens„o	Avaliado	11/06/1999	01/08/2001	31/12/2001	0	03/12/2004	ConcluÌdo/Publicado	1089350 - ROSANGELA DA SILVA CORREA	ROSANGELA DA SILVA CORREA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15934	13018	Projeto Integracao com a Comunidade - PNEE um Cidadao	Extens„o	Avaliado	27/06/1999	15/05/2002	15/10/2002	0		ConcluÌdo/Publicado	2118614 - SERGIO ADALBERTO PAVANI	SERGIO ADALBERTO PAVANI	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15943	13062	Desenvolvimento de Ferramenta de Controle e Melhoria das CondiÁıes de Oferta	Extens„o	Avaliado	15/07/1999	01/05/2002	31/12/2002	0	03/12/2004	ConcluÌdo/Publicado	381344 - SERGIO JOAO LIMBERGER	SERGIO JOAO LIMBERGER	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15453	8878	ASSESSORIA A REALIZACAO DE CONCURSOS PUBLICOS	Extens„o	Avaliado fora do prazo	23/02/1999	01/02/2000	01/02/2001	0	12/11/2004	ConcluÌdo/Publicado	1206531 - SUSANA DA SILVEIRA GONCALVES	SUSANA DA SILVEIRA GONCALVES	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
16010	13346	PROCESSO DE SELE«√O E CLASSIFICA«√O DOS CANDIDATOS AOS CURSOS OFERECIDOS PELO COLEGIO TECNICO INDUSTRIAL PARA O ANO DE 2003	Extens„o	Avaliado fora do prazo	18/09/1999	01/09/2002	30/09/2003	0	22/01/2009	ConcluÌdo/Publicado	1206531 - SUSANA DA SILVEIRA GONCALVES	SUSANA DA SILVEIRA GONCALVES	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1000	20	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
12028	11346	ORGANIZACAO E MAXIMIZACAO DO TRABALHO EM ENFERMAGEM: NOVAS FORMAS DE ATEN-CAO AO PACIENTE GRAVE.	Extens„o	Avaliado	27/06/1999	01/07/2001	30/06/2002	0	03/12/2004	ConcluÌdo/Publicado	1100943 - SUZINARA BEATRIZ SOARES DE LIMA	SUZINARA BEATRIZ SOARES DE LIMA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15604	10522	OPERACIONALIZACAO DA ASSISTENCIA DE ENFERMAGEM NA AREA EM EMERGENCIA OBSTETRICA E UNIDADE TOCOGINECOLOGICA DO HUSM.	Extens„o	Avaliado	26/03/1999	01/03/2001	31/03/2002	0		ConcluÌdo/Publicado	382004 - TOKIKO KIMURA	TOKIKO KIMURA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
22828	19858	A«’ES CONTRA  A FOME - QUILOMBO ANT‘NIO ARNESTO PENNA - 8∫ DISTRITO DO MUNICÕPIO DE SANTA MARIA	 RS	Extens„o	N„o avaliado no ano corrente	18/12/2006	01/12/2006	01/12/2007	50000		Em andamento	380717 - UBIRATAN TUPINAMBA DA COSTA	UBIRATAN TUPINAMBA DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	53	18	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
16135	13741	Itaara - Desenvolvimento para o Futuro	Extens„o	Avaliado	20/12/1999	30/11/2002	30/09/2003	0	13/05/2004	Cancelado	380717 - UBIRATAN TUPINAMBA DA COSTA	UBIRATAN TUPINAMBA DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15990	13274	Pre-Vestibular Popular Alternativa - 2002	Extens„o	Avaliado fora do prazo	02/09/1999	01/03/2002	31/03/2003	0	19/11/2004	ConcluÌdo/Publicado	380717 - UBIRATAN TUPINAMBA DA COSTA	UBIRATAN TUPINAMBA DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15756	11890	PRE-VESTIBULAR POPULAR ALTERNATIVA/2001	Extens„o	Avaliado	20/12/1999	01/03/2001	31/01/2002	0	19/11/2004	ConcluÌdo/Publicado	380717 - UBIRATAN TUPINAMBA DA COSTA	UBIRATAN TUPINAMBA DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15586	10311	PROJETO DE DESENVOLVIMENTO SUSTENTAVEL DO MUNICIPIO DE DILERMANDO DE AGUI-AR - RS	Extens„o	Avaliado fora do prazo	05/12/1999	01/07/2000	31/01/2001	0	22/01/2009	Cancelado	380717 - UBIRATAN TUPINAMBA DA COSTA	UBIRATAN TUPINAMBA DA COSTA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
22720	19771	A INCORPORA«√O DE METODOLOGIAS DE GEST√O	 ENSINO E ASSIST NCIA NA CONSOLIDA«√O DA CULTURA DA HUMANIZA«√O NO HUSM	Extens„o	N„o avaliado no ano corrente	24/11/2006	01/01/2007	31/03/2007			Em andamento	8382605 - VANIA MARIA FIGHERA OLIVO	VANIA MARIA FIGHERA OLIVO	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	500000	7	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
23224	20192	O DESENVOLVIMENTO DE SISTEMAS DE REFER NCIA E CONTRA-REFER NCIA ENTRE HUSM E SERVI«OS MUNICIPAIS DA REDE P⁄BLICA DE SA⁄DE: GERANDO TECNOLOGIAS DE GEST√O	 DE ENSINO	 DE EXTENS√O E DE ASSIST NCIA ¿ SA⁄DE	Extens„o	N„o avaliado no ano corrente	16/04/2007	01/04/2007	30/04/2009	7051279	36		Em andamento	8382605 - VANIA MARIA FIGHERA OLIVO	VANIA MARIA FIGHERA OLIVO	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	512261	17	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa				
9432	8866	"PROJETO ""QUALIFICACAO PROFISSIONAL""."	Extens„o	Avaliado	10/02/1999	01/10/1999	31/12/2002	0	03/12/2004	ConcluÌdo/Publicado	379694 - VERA REGINA REAL LIMA GARCIA	VERA REGINA REAL LIMA GARCIA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15315	7301	CRIANCA E VIDA	Extens„o	Avaliado fora do prazo	11/12/1998	01/11/1998	01/11/1999	0	11/11/2004	ConcluÌdo/Publicado	378376 - WALDIR VEIGA PEREIRA	WALDIR VEIGA PEREIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15729	11759	EducaÁ„o Permanente em Oncologia	Extens„o	Avaliado fora do prazo	12/11/1999	01/11/2001	31/10/2002	0	12/11/2004	ConcluÌdo/Publicado	378376 - WALDIR VEIGA PEREIRA	WALDIR VEIGA PEREIRA	01.00.00.00.0.0	REITORIA		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
22563	19632	Festival de Arte Popular e FolclÛrica da UFSM	Extens„o	Avaliado	09/10/2006	01/08/2006	17/11/2009	14000	11/01/2010	ConcluÌdo/Publicado	7378222 - NEY LUIS PIPPI	NEY LUIS PIPPI	01.01.00.00.0.0	GABINETE DO REITOR		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	50000	7	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
21389	18596	CAPACITA«√O PARA A CIDADANIA - ATEN«√O E GARANTIA DOS DIREITOS DA PESSOA IDOSA	Extens„o	N„o avaliado no ano corrente	24/02/2006	16/02/2006	17/02/2006	300		Em tr‚mite para registro	2496586 - CARMEN LUCIA DA SILVA MARQUES	CARMEN LUCIA DA SILVA MARQUES	01.07.00.00.0.0	PR”-REITORIA DE EXTENS√O - PRE		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	90	110	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
24471	21263	CRIA«√O DO N⁄CLEO DE ESTUDOS DA INF¬NCIA	 DA JUVENTUDE E SUAS FAMÕLIAS EM POLÕTICAS P⁄BLICAS - NEJIF	Extens„o	Avaliado	17/08/2007	01/08/2007	01/08/2012	5375	09/01/2013	ConcluÌdo/Publicado	1545099 - NARA VIEIRA RAMOS	NARA VIEIRA RAMOS	01.07.00.00.0.0	PR”-REITORIA DE EXTENS√O - PRE		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	50000	5	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
12895	12226	ImplantaÁ„o e ReconfiguraÁ„o de Abordagens de Apoio na Assistencia a Paci entes Cirurgicos e Obstetricos	Extens„o	N„o avaliado no ano corrente	01/04/1999	01/03/2002	28/02/2004	0		Suspenso	1100769 - ADELINA GIACOMELLI PROCHNOW	ADELINA GIACOMELLI PROCHNOW	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
17454	14980	ALFABETIZA«√O SOLID¡RIA: ALFABETIZANDO NA DIVERSIDADE	Extens„o	N„o avaliado no ano corrente	17/12/2003	01/04/2003	31/12/2004	2200	07/05/2004	Em andamento	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral			01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
22556	19627	ARTEDUCA«√O - Escolinha da Gabi	Extens„o	N„o avaliado no ano corrente	05/10/2006	02/10/2006	30/09/2007	239764	38		Em andamento	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	14000	3	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
18948	16488	CENTRO INTEGRADO DE ENSINO	 PESQUISA E EXTENS√O RURAL/CIEPER - UFSM/EMATER/RS-ASCAR	Extens„o	Avaliado	22/07/2004	01/01/2004	31/01/2006	1325	13/01/2009	ConcluÌdo/Publicado	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	20000	8	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa						
24381	21194	OFICINAS DE PERCUSS√O	Extens„o	N„o avaliado no ano corrente	01/08/2007	01/09/2007	31/10/2008	262400		Em andamento	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	1000	10	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
15863	12571	Programa Alfabetizacao Solidaria de Educacao de Jovens e Adultos	Extens„o	N„o avaliado no ano corrente	23/04/1999	10/02/2002	31/12/2003	0		Em andamento	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
24386	21198	RITMO QUE EDUCA	Extens„o	N„o avaliado no ano corrente	01/08/2007	01/09/2007	31/12/2007	28110		Em andamento	378579 - AILO VALMIR SACCOL	AILO VALMIR SACCOL	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	9300	9	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
14314	13756	ImplantaÁ„o e ManutenÁ„o de Programa de Gest„o Institucional	Extens„o	Avaliado	07/01/1999	01/05/2002	30/06/2010	0	31/03/2015	ConcluÌdo/Publicado	381847 - ALDIOCIR FRANCISCO DALLA VECCHIA	ALDIOCIR FRANCISCO DALLA VECCHIA	01.10.00.00.0.0	PR”-REITORIA DE PLANEJAMENTO - PROPLAN		 	 		N„o necessita contratar fundaÁ„o		N„o se aplica	Geral	0	0	01.00.00.00.0.0 - REITORIA	N„o paga nenhum tipo de bolsa							
